CSDUID,CSD Name,Year,Indicator,Value
4817856,Woodland Cree 226,2003,Number of Businesses,7
4818002,Fox Creek,2003,Number of Businesses,159
4818005,Grande Cache,2003,Number of Businesses,154
4818015,Greenview No. 16,2003,Number of Businesses,534
4818816,Sturgeon Lake 154,2003,Number of Businesses,3
4819008,Hythe,2003,Number of Businesses,92
4819009,Beaverlodge,2003,Number of Businesses,268
4819011,Wembley,2003,Number of Businesses,121
4819012,Grande Prairie,2003,Number of Businesses,2355
4819014,Sexsmith,2003,Number of Businesses,209
4819038,Peace River,2003,Number of Businesses,504
4819041,Smoky River No. 130,2003,Number of Businesses,151
4819042,McLennan,2003,Number of Businesses,51
4819044,Donnelly,2003,Number of Businesses,23
4819048,Girouxville,2003,Number of Businesses,50
4819049,Birch Hills County,2003,Number of Businesses,191
4819056,Rycroft,2003,Number of Businesses,68
4819058,Spirit River,2003,Number of Businesses,160
4819059,Saddle Hills County,2003,Number of Businesses,83
4819066,Fairview No. 136,2003,Number of Businesses,17
4819068,Fairview,2003,Number of Businesses,331
4819072,Berwyn,2003,Number of Businesses,34
4819074,Grimshaw,2003,Number of Businesses,201
4819826,Duncan's 151A,2003,Number of Businesses,5
4801003,Cypress County,2004,Number of Businesses,449
4801006,Medicine Hat,2004,Number of Businesses,2257
4801008,Forty Mile County No. 8,2004,Number of Businesses,84
4801009,Foremost,2004,Number of Businesses,90
4801014,Bow Island,2004,Number of Businesses,153
4801018,Redcliff,2004,Number of Businesses,212
4802001,Warner County No. 5,2004,Number of Businesses,55
4802002,Coutts,2004,Number of Businesses,23
4802004,Milk River,2004,Number of Businesses,85
4802006,Warner,2004,Number of Businesses,42
4802008,Raymond,2004,Number of Businesses,112
4802009,Stirling,2004,Number of Businesses,22
4802011,Lethbridge County,2004,Number of Businesses,569
4802012,Lethbridge,2004,Number of Businesses,2889
4802013,Coalhurst,2004,Number of Businesses,56
4802014,Nobleford,2004,Number of Businesses,30
4802016,Barons,2004,Number of Businesses,14
4802018,Picture Butte,2004,Number of Businesses,158
4802019,Coaldale,2004,Number of Businesses,120
4802022,Taber,2004,Number of Businesses,650
4802023,Barnwell,2004,Number of Businesses,20
4802029,Vauxhall,2004,Number of Businesses,110
4802031,Newell County,2004,Number of Businesses,305
4813018,Barrhead County No. 11,2004,Number of Businesses,348
4802034,Brooks,2004,Number of Businesses,839
4802036,Duchess,2004,Number of Businesses,58
4802038,Rosemary,2004,Number of Businesses,31
4803001,Cardston County,2004,Number of Businesses,36
4803002,Magrath,2004,Number of Businesses,62
4812038,Improvement District No. 349,2004,Number of Businesses,149
4803004,Cardston,2004,Number of Businesses,184
4803006,Glenwood,2004,Number of Businesses,13
4810058,Lamont County,2004,Number of Businesses,13
4803011,Pincher Creek No. 9,2004,Number of Businesses,30
4803014,Pincher Creek,2004,Number of Businesses,306
4803016,Cowley,2004,Number of Businesses,16
4803018,Willow Creek No. 26,2004,Number of Businesses,24
4803019,Fort Macleod,2004,Number of Businesses,213
4803021,Granum,2004,Number of Businesses,27
4803022,Claresholm,2004,Number of Businesses,210
4803024,Stavely,2004,Number of Businesses,30
4803026,Nanton,2004,Number of Businesses,160
4803802,Blood 148,2004,Number of Businesses,16
4804001,Acadia No. 34,2004,Number of Businesses,25
4804004,Special Area No. 2,2004,Number of Businesses,51
4804006,Empress,2004,Number of Businesses,7
4804011,Hanna,2004,Number of Businesses,196
4804012,Special Area No. 3,2004,Number of Businesses,30
4804014,Oyen,2004,Number of Businesses,92
4804016,Cereal,2004,Number of Businesses,21
4804019,Youngstown,2004,Number of Businesses,18
4804020,Special Area No. 4,2004,Number of Businesses,37
4804021,Veteran,2004,Number of Businesses,33
4804022,Consort,2004,Number of Businesses,111
4805001,Vulcan County,2004,Number of Businesses,101
4805002,Carmangay,2004,Number of Businesses,18
4805006,Vulcan,2004,Number of Businesses,171
4805009,Milo,2004,Number of Businesses,28
4805011,Arrowwood,2004,Number of Businesses,28
4805012,Wheatland County,2004,Number of Businesses,310
4805018,Strathmore,2004,Number of Businesses,312
4805019,Hussar,2004,Number of Businesses,32
4805021,Standard,2004,Number of Businesses,47
4805022,Rockyford,2004,Number of Businesses,37
4805026,Drumheller,2004,Number of Businesses,465
4805031,Starland County,2004,Number of Businesses,10
4805034,Delia,2004,Number of Businesses,18
4805036,Munson,2004,Number of Businesses,3
4805038,Morrin,2004,Number of Businesses,17
4805041,Kneehill County,2004,Number of Businesses,39
4805042,Carbon,2004,Number of Businesses,36
4805044,Acme,2004,Number of Businesses,58
4805046,Linden,2004,Number of Businesses,57
4805048,Three Hills,2004,Number of Businesses,194
4805049,Trochu,2004,Number of Businesses,145
4805802,Siksika 146,2004,Number of Businesses,9
4806001,Foothills No. 31,2004,Number of Businesses,847
4806006,High River,2004,Number of Businesses,417
4806008,Longview,2004,Number of Businesses,34
4806009,Turner Valley,2004,Number of Businesses,96
4806011,Black Diamond,2004,Number of Businesses,74
4806012,Okotoks,2004,Number of Businesses,805
4806014,Rocky View County,2004,Number of Businesses,1648
4806016,Calgary,2004,Number of Businesses,41512
4806017,Chestermere,2004,Number of Businesses,186
4806019,Cochrane,2004,Number of Businesses,633
4806021,Airdrie,2004,Number of Businesses,769
4806022,Irricana,2004,Number of Businesses,42
4806024,Beiseker,2004,Number of Businesses,71
4806026,Crossfield,2004,Number of Businesses,167
4806028,Mountain View County,2004,Number of Businesses,161
4806029,Carstairs,2004,Number of Businesses,165
4806031,Cremona,2004,Number of Businesses,46
4806032,Didsbury,2004,Number of Businesses,263
4806034,Olds,2004,Number of Businesses,447
4806036,Sundre,2004,Number of Businesses,344
4807001,Provost No. 52,2004,Number of Businesses,51
4807002,Provost,2004,Number of Businesses,281
4807004,Czar,2004,Number of Businesses,45
4807006,Hughenden,2004,Number of Businesses,35
4807008,Amisk,2004,Number of Businesses,17
4807011,Paintearth County No. 18,2004,Number of Businesses,6
4807012,Coronation,2004,Number of Businesses,158
4807014,Castor,2004,Number of Businesses,95
4807016,Halkirk,2004,Number of Businesses,17
4807019,Stettler County No. 6,2004,Number of Businesses,66
4807021,Big Valley,2004,Number of Businesses,37
4807024,Botha,2004,Number of Businesses,14
4807026,Stettler,2004,Number of Businesses,513
4807029,Donalda,2004,Number of Businesses,31
4807032,Alliance,2004,Number of Businesses,35
4807034,Galahad,2004,Number of Businesses,21
4807036,Forestburg,2004,Number of Businesses,81
4807038,Heisler,2004,Number of Businesses,18
4807039,Daysland,2004,Number of Businesses,81
4807041,Strome,2004,Number of Businesses,32
4807042,Killam,2004,Number of Businesses,107
4807044,Sedgewick,2004,Number of Businesses,126
4807046,Lougheed,2004,Number of Businesses,50
4807048,Hardisty,2004,Number of Businesses,88
4807049,Wainwright No. 61,2004,Number of Businesses,132
4807051,Chauvin,2004,Number of Businesses,53
4807052,Edgerton,2004,Number of Businesses,59
4807054,Wainwright,2004,Number of Businesses,326
4807056,Irma,2004,Number of Businesses,66
4808001,Red Deer County,2004,Number of Businesses,972
4808002,Elnora,2004,Number of Businesses,22
4808004,Delburne,2004,Number of Businesses,74
4808005,Jarvis Bay,2004,Number of Businesses,10
4808006,Bowden,2004,Number of Businesses,95
4808008,Innisfail,2004,Number of Businesses,317
4808009,Penhold,2004,Number of Businesses,73
4808011,Red Deer,2004,Number of Businesses,3377
4808012,Sylvan Lake,2004,Number of Businesses,369
4808013,Norglenwold,2004,Number of Businesses,14
4808022,Lacombe County,2004,Number of Businesses,243
4808023,Birchcliff,2004,Number of Businesses,6
4808025,Half Moon Bay,2004,Number of Businesses,1
4808026,Bentley,2004,Number of Businesses,117
4808029,Blackfalds,2004,Number of Businesses,167
4808031,Lacombe,2004,Number of Businesses,711
4808032,Clive,2004,Number of Businesses,53
4808034,Alix,2004,Number of Businesses,56
4808038,Ponoka County,2004,Number of Businesses,206
4808039,Ponoka,2004,Number of Businesses,324
4808044,Rimbey,2004,Number of Businesses,263
4808813,Montana 139,2004,Number of Businesses,10
4809002,Clearwater County,2004,Number of Businesses,291
4809010,Caroline,2004,Number of Businesses,108
4809015,Rocky Mountain House,2004,Number of Businesses,715
4810001,Camrose County,2004,Number of Businesses,275
4810002,Bashaw,2004,Number of Businesses,80
4810006,Edberg,2004,Number of Businesses,30
4810009,Bawlf,2004,Number of Businesses,35
4810011,Camrose,2004,Number of Businesses,691
4810012,Bittern Lake,2004,Number of Businesses,11
4810014,Hay Lakes,2004,Number of Businesses,28
4810016,Beaver County,2004,Number of Businesses,225
4810019,Ryley,2004,Number of Businesses,36
4810021,Holden,2004,Number of Businesses,20
4810022,Viking,2004,Number of Businesses,138
4810026,Minburn County No. 27,2004,Number of Businesses,102
4810028,Vegreville,2004,Number of Businesses,253
4810032,Minburn,2004,Number of Businesses,9
4810034,Mannville,2004,Number of Businesses,64
4810036,Vermilion River County,2004,Number of Businesses,402
4810039,Lloydminster (Part),2004,Number of Businesses,956
4810041,Kitscoty,2004,Number of Businesses,65
4810042,Vermilion,2004,Number of Businesses,195
4810044,Marwayne,2004,Number of Businesses,62
4810046,Dewberry,2004,Number of Businesses,30
4810048,Two Hills County No. 21,2004,Number of Businesses,6
4819006,Grande Prairie County No. 1,2004,Number of Businesses,630
4810051,Myrnam,2004,Number of Businesses,16
4810052,Two Hills,2004,Number of Businesses,76
4810056,Willingdon,2004,Number of Businesses,27
4810059,Andrew,2004,Number of Businesses,28
4810061,Mundare,2004,Number of Businesses,39
4810062,Chipman,2004,Number of Businesses,12
4810064,Lamont,2004,Number of Businesses,79
4810066,Bruderheim,2004,Number of Businesses,43
4815037,Improvement District No. 12 Jasper Park,2004,Number of Businesses,1
4811001,Wetaskiwin County No. 10,2004,Number of Businesses,441
4811002,Wetaskiwin,2004,Number of Businesses,440
4817076,Northern Lights County,2004,Number of Businesses,110
4811011,Millet,2004,Number of Businesses,182
4811012,Leduc County,2004,Number of Businesses,726
4811013,Beaumont,2004,Number of Businesses,256
4811016,Leduc,2004,Number of Businesses,699
4811018,Devon,2004,Number of Businesses,213
4811019,Calmar,2004,Number of Businesses,136
4811021,Thorsby,2004,Number of Businesses,118
4811024,Warburg,2004,Number of Businesses,78
4811026,Breton,2004,Number of Businesses,97
4811031,Drayton Valley,2004,Number of Businesses,552
4811032,Brazeau County,2004,Number of Businesses,301
4811034,Parkland County,2004,Number of Businesses,1140
4811045,Wabamun,2004,Number of Businesses,50
4811046,Spring Lake,2004,Number of Businesses,63
4811048,Stony Plain,2004,Number of Businesses,437
4811049,Spruce Grove,2004,Number of Businesses,803
4811052,Strathcona County,2004,Number of Businesses,3096
4811056,Fort Saskatchewan,2004,Number of Businesses,449
4811059,Sturgeon County,2004,Number of Businesses,569
4811061,Edmonton,2004,Number of Businesses,29506
4811062,St. Albert,2004,Number of Businesses,1920
4811064,Gibbons,2004,Number of Businesses,128
4811065,Redwater,2004,Number of Businesses,139
4811066,Bon Accord,2004,Number of Businesses,47
4811068,Morinville,2004,Number of Businesses,209
4811069,Legal,2004,Number of Businesses,94
4811803,Louis Bull 138B,2004,Number of Businesses,45
4811804,Stony Plain 135,2004,Number of Businesses,19
4811805,Alexander 134,2004,Number of Businesses,7
4811806,Wabamun 133A,2004,Number of Businesses,29
4812002,Cold Lake,2004,Number of Businesses,484
4812004,Bonnyville No. 87,2004,Number of Businesses,155
4812009,Bonnyville,2004,Number of Businesses,655
4812012,Glendon,2004,Number of Businesses,49
4812014,St. Paul County No. 19,2004,Number of Businesses,502
4812016,Elk Point,2004,Number of Businesses,132
4812018,St. Paul,2004,Number of Businesses,33
4812022,Smoky Lake County,2004,Number of Businesses,33
4812024,Vilna,2004,Number of Businesses,20
4812026,Waskatenau,2004,Number of Businesses,27
4812029,Smoky Lake,2004,Number of Businesses,86
4815015,Bighorn No. 8,2004,Number of Businesses,395
4812802,Unipouheos 121,2004,Number of Businesses,6
4813061,Whispering Hills,2004,Number of Businesses,12
4812810,Cold Lake 149,2004,Number of Businesses,21
4813001,Lac Ste. Anne County,2004,Number of Businesses,101
4813002,Mayerthorpe,2004,Number of Businesses,182
4817031,Opportunity No. 17,2004,Number of Businesses,200
4813012,Alberta Beach,2004,Number of Businesses,42
4813014,Onoway,2004,Number of Businesses,152
4813019,Barrhead,2004,Number of Businesses,186
4813028,Westlock County,2004,Number of Businesses,147
4813029,Woodlands County,2004,Number of Businesses,149
4813030,Whitecourt,2004,Number of Businesses,712
4813031,Westlock,2004,Number of Businesses,393
4813032,Clyde,2004,Number of Businesses,42
4813036,Thorhild County No. 7,2004,Number of Businesses,39
4813044,Athabasca County,2004,Number of Businesses,358
4813048,Athabasca,2004,Number of Businesses,152
4813049,Island Lake,2004,Number of Businesses,4
4813051,Island Lake South,2004,Number of Businesses,1
4813055,South Baptiste,2004,Number of Businesses,2
4813057,West Baptiste,2004,Number of Businesses,1
4814003,Yellowhead County,2004,Number of Businesses,721
4814019,Hinton,2004,Number of Businesses,443
4814024,Edson,2004,Number of Businesses,522
4815007,Crowsnest Pass,2004,Number of Businesses,266
4815013,Kananaskis,2004,Number of Businesses,18
4815023,Canmore,2004,Number of Businesses,718
4815033,Jasper,2004,Number of Businesses,295
4815035,Banff,2004,Number of Businesses,396
4816037,Wood Buffalo,2004,Number of Businesses,1412
4816817,Janvier 194,2004,Number of Businesses,12
4816852,Dog Head 218,2004,Number of Businesses,16
4817021,High Prairie,2004,Number of Businesses,336
4817024,Swan Hills,2004,Number of Businesses,139
4817027,Big Lakes,2004,Number of Businesses,79
4817029,Slave Lake,2004,Number of Businesses,76
4817033,Lesser Slave River No.124,2004,Number of Businesses,589
4817825,Clear Hills 152C,2004,Number of Businesses,160
4817078,Manning,2004,Number of Businesses,190
4817093,High Level,2004,Number of Businesses,333
4817095,Mackenzie County,2004,Number of Businesses,351
4817097,Rainbow Lake,2004,Number of Businesses,71
4817819,Wabasca 166A,2004,Number of Businesses,5
4817829,Sucker Creek 150A,2004,Number of Businesses,13
4817835,Fox Lake 162,2004,Number of Businesses,1
4817845,Hay Lake 209,2004,Number of Businesses,8
4817849,Upper Hay River 212,2004,Number of Businesses,2
4817856,Woodland Cree 226,2004,Number of Businesses,9
4818002,Fox Creek,2004,Number of Businesses,158
4818005,Grande Cache,2004,Number of Businesses,156
4818015,Greenview No. 16,2004,Number of Businesses,535
4818816,Sturgeon Lake 154,2004,Number of Businesses,3
4819008,Hythe,2004,Number of Businesses,89
4819009,Beaverlodge,2004,Number of Businesses,268
4819011,Wembley,2004,Number of Businesses,119
4819012,Grande Prairie,2004,Number of Businesses,2429
4819014,Sexsmith,2004,Number of Businesses,221
4819038,Peace River,2004,Number of Businesses,490
4819041,Smoky River No. 130,2004,Number of Businesses,151
4819042,McLennan,2004,Number of Businesses,45
4819044,Donnelly,2004,Number of Businesses,24
4819048,Girouxville,2004,Number of Businesses,48
4819049,Birch Hills County,2004,Number of Businesses,189
4819056,Rycroft,2004,Number of Businesses,70
4819058,Spirit River,2004,Number of Businesses,159
4819059,Saddle Hills County,2004,Number of Businesses,86
4819066,Fairview No. 136,2004,Number of Businesses,17
4819068,Fairview,2004,Number of Businesses,346
4819072,Berwyn,2004,Number of Businesses,35
4819074,Grimshaw,2004,Number of Businesses,200
4819826,Duncan's 151A,2004,Number of Businesses,6
4801003,Cypress County,2005,Number of Businesses,218
4801006,Medicine Hat,2005,Number of Businesses,2500
4801008,Forty Mile County No. 8,2005,Number of Businesses,87
